id,ticker_id,article_id,price,pct_change,created_at,interval,relative_volume
8724,38,2257,40.16999816894531,-2.4526520853462084,2025-11-30 18:42:32.604876+00:00,since_open,0.5595635264409341
8725,38,2257,40.060001373291016,-0.2738282316859386,2025-11-30 18:42:32.604876+00:00,1h,0.5595635264409341
8726,38,2257,40.060001373291016,-0.2738282316859386,2025-11-30 18:42:32.604876+00:00,4h,0.5595635264409341
8727,38,2257,40.16999816894531,0.0,2025-11-30 18:42:32.604876+00:00,EOD,0.5595635264409341
8728,1000,2256,52.7400016784668,1.8540033252255665,2025-11-30 18:42:34.767310+00:00,since_open,0.45132933275046694
8729,1000,2256,52.6150016784668,-0.2370117482401147,2025-11-30 18:42:34.767310+00:00,1h,0.45132933275046694
8730,1000,2256,52.6150016784668,-0.2370117482401147,2025-11-30 18:42:34.767310+00:00,4h,0.45132933275046694
8731,1000,2256,52.7400016784668,0.0,2025-11-30 18:42:34.767310+00:00,EOD,0.45132933275046694
8732,40,2255,402.9599914550781,0.9039652676571525,2025-11-30 18:42:36.946733+00:00,since_open,0.5963409282715483
8733,40,2255,402.95001220703125,-0.0024764860677210644,2025-11-30 18:42:36.946733+00:00,1h,0.5963409282715483
8734,40,2255,402.95001220703125,-0.0024764860677210644,2025-11-30 18:42:36.946733+00:00,4h,0.5963409282715483
8735,40,2255,402.9599914550781,0.0,2025-11-30 18:42:36.946733+00:00,EOD,0.5963409282715483
8736,360,2254,73.5199966430664,0.7951661396310946,2025-11-30 18:42:39.140561+00:00,since_open,0.4410100598446541
8737,360,2254,73.55999755859375,0.05440821185227325,2025-11-30 18:42:39.140561+00:00,1h,0.4410100598446541
8738,360,2254,73.55999755859375,0.05440821185227325,2025-11-30 18:42:39.140561+00:00,4h,0.4410100598446541
8739,360,2254,73.5199966430664,0.0,2025-11-30 18:42:39.140561+00:00,EOD,0.4410100598446541
8740,108,2253,334.44000244140625,0.3029150909669688,2025-11-30 18:42:40.885752+00:00,since_open,0.7202337438193495
8741,108,2253,334.0450134277344,-0.11810459597789201,2025-11-30 18:42:40.885752+00:00,1h,0.7202337438193495
8742,108,2253,334.0450134277344,-0.11810459597789201,2025-11-30 18:42:40.885752+00:00,4h,0.7202337438193495
8743,108,2253,334.44000244140625,0.0,2025-11-30 18:42:40.885752+00:00,EOD,0.7202337438193495
8744,9,2274,177.0,-1.122839265133423,2025-11-30 18:42:42.264408+00:00,since_open,0.5591437045192106
8745,9,2274,176.99000549316406,-0.005646614031603108,2025-11-30 18:42:42.264408+00:00,1h,0.5591437045192106
8746,9,2274,176.99000549316406,-0.005646614031603108,2025-11-30 18:42:42.264408+00:00,4h,0.5591437045192106
8747,9,2274,177.0,0.0,2025-11-30 18:42:42.264408+00:00,EOD,0.5591437045192106
8748,95,2273,79.98999786376953,-0.8183554242061528,2025-11-30 18:42:43.589868+00:00,since_open,0.31567382470807226
8749,95,2273,79.9749984741211,-0.01875158150895674,2025-11-30 18:42:43.589868+00:00,1h,0.31567382470807226
8750,95,2273,79.9749984741211,-0.01875158150895674,2025-11-30 18:42:43.589868+00:00,4h,0.31567382470807226
8751,95,2273,79.98999786376953,0.0,2025-11-30 18:42:43.589868+00:00,EOD,0.31567382470807226
8752,644,2272,281.4599914550781,0.20291814479557385,2025-11-30 18:42:44.853167+00:00,since_open,0.4411240309110994
8753,644,2272,281.4700012207031,0.003556372461056366,2025-11-30 18:42:44.853167+00:00,1h,0.4411240309110994
8754,644,2272,281.4700012207031,0.003556372461056366,2025-11-30 18:42:44.853167+00:00,4h,0.4411240309110994
8755,644,2272,281.4599914550781,0.0,2025-11-30 18:42:44.853167+00:00,EOD,0.4411240309110994
8756,160,2271,177.17999267578125,-3.1750437963672593,2025-11-30 18:42:46.303513+00:00,since_open,0.8518457983430086
8757,160,2271,177.1199951171875,-0.03386249072915278,2025-11-30 18:42:46.303513+00:00,1h,0.8518457983430086
8758,160,2271,177.1199951171875,-0.03386249072915278,2025-11-30 18:42:46.303513+00:00,4h,0.8518457983430086
8759,160,2271,177.17999267578125,0.0,2025-11-30 18:42:46.303513+00:00,EOD,0.8518457983430086
8760,20,2270,107.58000183105469,1.0710253321123244,2025-11-30 18:42:47.727892+00:00,since_open,0.3780749452485232
8761,20,2270,107.54000091552734,-0.03718248266082186,2025-11-30 18:42:47.727892+00:00,1h,0.3780749452485232
8762,20,2270,107.54000091552734,-0.03718248266082186,2025-11-30 18:42:47.727892+00:00,4h,0.3780749452485232
8763,20,2270,107.58000183105469,0.0,2025-11-30 18:42:47.727892+00:00,EOD,0.3780749452485232
8764,1004,2269,181.27000427246094,0.47669230801760926,2025-11-30 18:42:49.232923+00:00,since_open,0.3716028272941048
